"iso_3","tax","variable","year","value","country","iso_2"
"IRL","5121 Excise","% of Total Revenue","2006",9.773,"Ireland","IE"
"IRL","5121 Excise","% of GDP","2007",3.106,"Ireland","IE"
"IRL","5121 Excise","% of Total Revenue","2007",10.076,"Ireland","IE"
"IRL","5121 Excise","% of GDP","2008",2.873,"Ireland","IE"
"IRL","5121 Excise","% of Total Revenue","2008",9.9,"Ireland","IE"
"IRL","5121 Excise","% of GDP","2009",2.863,"Ireland","IE"
"IRL","5121 Excise","% of Total Revenue","2009",10.235,"Ireland","IE"
"IRL","5121 Excise","% of GDP","2010",2.897,"Ireland","IE"
"IRL","5121 Excise","% of Total Revenue","2010",10.472,"Ireland","IE"
"IRL","5121 Excise","% of GDP","2011",2.842,"Ireland","IE"
"IRL","5121 Excise","% of Total Revenue","2011",10.013,"Ireland","IE"
"IRL","5121 Excise","% of GDP","2012",2.726,"Ireland","IE"
"IRL","5121 Excise","% of Total Revenue","2012",9.519,"Ireland","IE"
"IRL","5121 Excise","% of GDP","2013",2.79,"Ireland","IE"
"IRL","5121 Excise","% of Total Revenue","2013",9.651,"Ireland","IE"
"IRL","5121 Excise","% of GDP","2014",2.657,"Ireland","IE"
"IRL","5121 Excise","% of Total Revenue","2014",9.16,"Ireland","IE"
"IRL","5121 Excise","% of GDP","2015",2.083,"Ireland","IE"
"IRL","5121 Excise","% of Total Revenue","2015",8.912,"Ireland","IE"
"IRL","5121 Excise","% of GDP","2016",2.122,"Ireland","IE"
"IRL","5121 Excise","% of Total Revenue","2016",8.989,"Ireland","IE"
"IRL","5121 Excise","% of GDP","2017",2.074,"Ireland","IE"
"IRL","5121 Excise","% of Total Revenue","2017",9.114,"Ireland","IE"
"IRL","5121 Excise","% of GDP","2018",1.693,"Ireland","IE"
"IRL","5121 Excise","% of Total Revenue","2018",7.469,"Ireland","IE"
"IRL","5121 Excise","% of GDP","2019",1.721,"Ireland","IE"
"IRL","5121 Excise","% of Total Revenue","2019",7.596,"Ireland","IE"
"ISR","5000 Consumption","% of GDP","2000",11.528,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2000",33.13,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2001",11.431,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2001",32.991,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2002",12.093,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2002",35.706,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2003",12.025,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2003",36.256,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2004",12.103,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2004",36.387,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2005",11.98,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2005",35.584,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2006",11.724,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2006",34.257,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2007",11.916,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2007",34.882,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2008",11.776,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2008",36.907,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2009",11.588,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2009",38.855,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2010",12.098,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2010",39.415,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2011",12.036,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2011",38.841,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2012",11.635,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2012",38.714,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2013",11.841,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2013",38.451,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2014",12.13,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2014",39.145,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2015",11.853,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2015",37.948,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2016",11.796,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2016",37.83,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2017",11.284,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2017",34.674,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2018",11.24,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2018",36.319,"Israel","IL"
"ISR","5000 Consumption","% of GDP","2019",10.931,"Israel","IL"
"ISR","5000 Consumption","% of Total Revenue","2019",35.87,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2000",21.142,"Israel","IL"
"ISR","5111 VAT","% of GDP","2000",7.357,"Israel","IL"
"ISR","5111 VAT","% of GDP","2001",7.44,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2001",21.474,"Israel","IL"
"ISR","5111 VAT","% of GDP","2002",7.958,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2002",23.498,"Israel","IL"
"ISR","5111 VAT","% of GDP","2003",7.883,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2003",23.769,"Israel","IL"
"ISR","5111 VAT","% of GDP","2004",7.579,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2004",22.785,"Israel","IL"
"ISR","5111 VAT","% of GDP","2005",7.52,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2005",22.337,"Israel","IL"
"ISR","5111 VAT","% of GDP","2006",7.334,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2006",21.43,"Israel","IL"
"ISR","5111 VAT","% of GDP","2007",7.338,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2007",21.481,"Israel","IL"
"ISR","5111 VAT","% of GDP","2008",7.309,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2008",22.909,"Israel","IL"
"ISR","5111 VAT","% of GDP","2009",7.258,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2009",24.337,"Israel","IL"
"ISR","5111 VAT","% of GDP","2010",7.487,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2010",24.393,"Israel","IL"
"ISR","5111 VAT","% of GDP","2011",7.516,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2011",24.255,"Israel","IL"
"ISR","5111 VAT","% of GDP","2012",7.339,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2012",24.42,"Israel","IL"
"ISR","5111 VAT","% of GDP","2013",7.714,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2013",25.05,"Israel","IL"
"ISR","5111 VAT","% of GDP","2014",7.916,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2014",25.544,"Israel","IL"
"ISR","5111 VAT","% of GDP","2015",7.786,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2015",24.926,"Israel","IL"
"ISR","5111 VAT","% of GDP","2016",7.518,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2016",24.11,"Israel","IL"
"ISR","5111 VAT","% of GDP","2017",7.447,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2017",22.882,"Israel","IL"
"ISR","5111 VAT","% of GDP","2018",7.476,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2018",24.158,"Israel","IL"
"ISR","5111 VAT","% of GDP","2019",7.284,"Israel","IL"
"ISR","5111 VAT","% of Total Revenue","2019",23.901,"Israel","IL"
"ISR","5112 Sales","% of GDP","2000",1.861,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2000",5.349,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2001",4.819,"Israel","IL"
"ISR","5112 Sales","% of GDP","2001",1.67,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2002",4.76,"Israel","IL"
"ISR","5112 Sales","% of GDP","2002",1.612,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2003",4.764,"Israel","IL"
"ISR","5112 Sales","% of GDP","2003",1.58,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2004",5.26,"Israel","IL"
"ISR","5112 Sales","% of GDP","2004",1.75,"Israel","IL"
"ISR","5112 Sales","% of GDP","2005",1.754,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2005",5.211,"Israel","IL"
"ISR","5112 Sales","% of GDP","2006",1.647,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2006",4.811,"Israel","IL"
"ISR","5112 Sales","% of GDP","2007",1.847,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2007",5.407,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2008",5.229,"Israel","IL"
"ISR","5112 Sales","% of GDP","2008",1.668,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2009",5.232,"Israel","IL"
"ISR","5112 Sales","% of GDP","2009",1.56,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2010",5.376,"Israel","IL"
"ISR","5112 Sales","% of GDP","2010",1.65,"Israel","IL"
"ISR","5112 Sales","% of GDP","2011",1.648,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2011",5.317,"Israel","IL"
"ISR","5112 Sales","% of GDP","2012",1.552,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2012",5.164,"Israel","IL"
"ISR","5112 Sales","% of GDP","2013",1.498,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2013",4.865,"Israel","IL"
"ISR","5112 Sales","% of GDP","2014",1.613,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2014",5.204,"Israel","IL"
"ISR","5112 Sales","% of GDP","2015",1.452,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2015",4.649,"Israel","IL"
"ISR","5112 Sales","% of GDP","2016",1.705,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2016",5.469,"Israel","IL"
"ISR","5112 Sales","% of GDP","2017",1.295,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2017",3.979,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2018",4.326,"Israel","IL"
"ISR","5112 Sales","% of GDP","2018",1.339,"Israel","IL"
"ISR","5112 Sales","% of Total Revenue","2019",4.217,"Israel","IL"
"ISR","5112 Sales","% of GDP","2019",1.285,"Israel","IL"
"ISR","5121 Excise","% of GDP","2000",1.219,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2000",3.503,"Israel","IL"
"ISR","5121 Excise","% of GDP","2001",1.198,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2001",3.456,"Israel","IL"
"ISR","5121 Excise","% of GDP","2002",1.338,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2002",3.951,"Israel","IL"
"ISR","5121 Excise","% of GDP","2003",1.428,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2003",4.304,"Israel","IL"
"ISR","5121 Excise","% of GDP","2004",1.452,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2004",4.364,"Israel","IL"
"ISR","5121 Excise","% of GDP","2005",1.5,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2005",4.457,"Israel","IL"
"ISR","5121 Excise","% of GDP","2006",1.574,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2006",4.598,"Israel","IL"
"ISR","5121 Excise","% of GDP","2007",1.539,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2007",4.506,"Israel","IL"
"ISR","5121 Excise","% of GDP","2008",1.621,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2008",5.079,"Israel","IL"
"ISR","5121 Excise","% of GDP","2009",1.652,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2009",5.539,"Israel","IL"
"ISR","5121 Excise","% of GDP","2010",1.767,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2010",5.756,"Israel","IL"
"ISR","5121 Excise","% of GDP","2011",1.704,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2011",5.497,"Israel","IL"
"ISR","5121 Excise","% of GDP","2012",1.658,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2012",5.518,"Israel","IL"
"ISR","5121 Excise","% of GDP","2013",1.578,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2013",5.125,"Israel","IL"
"ISR","5121 Excise","% of GDP","2014",1.542,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2014",4.975,"Israel","IL"
"ISR","5121 Excise","% of GDP","2015",1.512,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2015",4.842,"Israel","IL"
"ISR","5121 Excise","% of GDP","2016",1.493,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2016",4.787,"Israel","IL"
"ISR","5121 Excise","% of GDP","2017",1.521,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2017",4.675,"Israel","IL"
"ISR","5121 Excise","% of GDP","2018",1.421,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2018",4.59,"Israel","IL"
"ISR","5121 Excise","% of GDP","2019",1.387,"Israel","IL"
"ISR","5121 Excise","% of Total Revenue","2019",4.551,"Israel","IL"
"ITA","5000 Consumption","% of Total Revenue","2000",28.196,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2000",11.426,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2001",10.88,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2001",27.108,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2002",10.782,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2002",27.215,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2003",25.976,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2003",10.378,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2004",26.693,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2004",10.47,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2005",26.729,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2005",10.437,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2006",26.544,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2006",10.741,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2007",25.607,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2007",10.643,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2008",25.108,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2008",10.444,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2009",25.109,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2009",10.538,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2010",26.62,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2010",11.101,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2011",27.18,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2011",11.317,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2012",26.761,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2012",11.672,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2013",26.486,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2013",11.608,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2014",27.367,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2014",11.857,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2015",11.869,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2015",27.629,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2016",12.094,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2016",28.631,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2017",12.088,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2017",28.84,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2018",12.011,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2018",28.685,"Italy","IT"
"ITA","5000 Consumption","% of GDP","2019",12.058,"Italy","IT"
"ITA","5000 Consumption","% of Total Revenue","2019",28.408,"Italy","IT"
"ITA","5111 VAT","% of GDP","2000",6.24,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2000",15.399,"Italy","IT"
"ITA","5111 VAT","% of GDP","2001",5.985,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2001",14.913,"Italy","IT"
"ITA","5111 VAT","% of GDP","2002",5.953,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2002",15.026,"Italy","IT"
"ITA","5111 VAT","% of GDP","2003",5.671,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2003",14.195,"Italy","IT"
"ITA","5111 VAT","% of GDP","2004",5.613,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2004",14.309,"Italy","IT"
"ITA","5111 VAT","% of GDP","2005",5.712,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2005",14.629,"Italy","IT"
"ITA","5111 VAT","% of GDP","2006",5.981,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2006",14.78,"Italy","IT"
"ITA","5111 VAT","% of GDP","2007",5.922,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2007",14.247,"Italy","IT"
"ITA","5111 VAT","% of GDP","2008",5.725,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2008",13.763,"Italy","IT"
"ITA","5111 VAT","% of GDP","2009",5.487,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2009",13.074,"Italy","IT"
"ITA","5111 VAT","% of GDP","2010",6.056,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2010",14.524,"Italy","IT"
"ITA","5111 VAT","% of GDP","2011",5.983,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2011",14.37,"Italy","IT"
"ITA","5111 VAT","% of GDP","2012",5.92,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2012",13.574,"Italy","IT"
"ITA","5111 VAT","% of GDP","2013",5.824,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2013",13.288,"Italy","IT"
"ITA","5111 VAT","% of GDP","2014",5.965,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2014",13.767,"Italy","IT"
"ITA","5111 VAT","% of GDP","2015",6.083,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2015",14.16,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2016",14.251,"Italy","IT"
"ITA","5111 VAT","% of GDP","2016",6.02,"Italy","IT"
"ITA","5111 VAT","% of GDP","2017",6.195,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2017",14.78,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2018",14.784,"Italy","IT"
"ITA","5111 VAT","% of GDP","2018",6.19,"Italy","IT"
"ITA","5111 VAT","% of Total Revenue","2019",14.733,"Italy","IT"
"ITA","5111 VAT","% of GDP","2019",6.254,"Italy","IT"
"ITA","5112 Sales","% of GDP","2000",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2000",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2001",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2001",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2002",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2002",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2003",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2003",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2004",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2004",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2005",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2005",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2006",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2006",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2007",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2007",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2008",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2008",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2009",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2009",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2010",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2010",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2011",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2011",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2012",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2012",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2013",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2013",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2014",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2014",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2015",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2015",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2016",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2016",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2017",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2017",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2018",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2018",0,"Italy","IT"
"ITA","5112 Sales","% of Total Revenue","2019",0,"Italy","IT"
"ITA","5112 Sales","% of GDP","2019",0,"Italy","IT"
"ITA","5121 Excise","% of GDP","2000",2.536,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2000",6.257,"Italy","IT"
"ITA","5121 Excise","% of GDP","2001",2.394,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2001",5.965,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2002",5.701,"Italy","IT"
"ITA","5121 Excise","% of GDP","2002",2.259,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2003",5.866,"Italy","IT"
"ITA","5121 Excise","% of GDP","2003",2.344,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2004",5.595,"Italy","IT"
"ITA","5121 Excise","% of GDP","2004",2.195,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2005",5.555,"Italy","IT"
"ITA","5121 Excise","% of GDP","2005",2.169,"Italy","IT"
"ITA","5121 Excise","% of GDP","2006",2.147,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2006",5.306,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2007",4.902,"Italy","IT"
"ITA","5121 Excise","% of GDP","2007",2.038,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2008",4.908,"Italy","IT"
"ITA","5121 Excise","% of GDP","2008",2.041,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2009",5.384,"Italy","IT"
"ITA","5121 Excise","% of GDP","2009",2.26,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2010",5.419,"Italy","IT"
"ITA","5121 Excise","% of GDP","2010",2.26,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2011",5.985,"Italy","IT"
"ITA","5121 Excise","% of GDP","2011",2.492,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2012",6.605,"Italy","IT"
"ITA","5121 Excise","% of GDP","2012",2.881,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2013",6.468,"Italy","IT"
"ITA","5121 Excise","% of GDP","2013",2.835,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2014",6.911,"Italy","IT"
"ITA","5121 Excise","% of GDP","2014",2.994,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2015",6.502,"Italy","IT"
"ITA","5121 Excise","% of GDP","2015",2.793,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2016",6.873,"Italy","IT"
"ITA","5121 Excise","% of GDP","2016",2.903,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2017",6.541,"Italy","IT"
"ITA","5121 Excise","% of GDP","2017",2.742,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2018",6.367,"Italy","IT"
"ITA","5121 Excise","% of GDP","2018",2.666,"Italy","IT"
"ITA","5121 Excise","% of Total Revenue","2019",6.229,"Italy","IT"
"ITA","5121 Excise","% of GDP","2019",2.644,"Italy","IT"
"JPN","5000 Consumption","% of Total Revenue","2000",19.251,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2000",4.963,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2001",19.346,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2001",5.018,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2002",20.116,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2002",5.012,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2003",20.308,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2003",4.982,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2004",20.017,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2004",5.035,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2005",19.418,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2005",5.096,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2006",18.637,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2006",5.038,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2007",17.953,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2007",4.945,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2008",17.949,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2008",4.919,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2009",19.071,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2009",4.953,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2010",4.952,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2010",18.667,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2011",5.053,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2011",18.402,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2012",17.948,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2012",5.068,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2013",17.584,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2013",5.075,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2014",5.98,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2014",19.754,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2015",6.435,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2015",20.966,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2016",6.279,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2016",20.435,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2017",6.58,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2017",20.972,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2018",6.249,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2018",19.51,"Japan","JP"
"JPN","5000 Consumption","% of GDP","2019",6.505,"Japan","JP"
"JPN","5000 Consumption","% of Total Revenue","2019",19.51,"Japan","JP"
"JPN","5111 VAT","% of Total Revenue","2000",9.065,"Japan","JP"
"JPN","5111 VAT","% of GDP","2000",2.337,"Japan","JP"
"JPN","5111 VAT","% of GDP","2001",2.358,"Japan","JP"
"JPN","5111 VAT","% of Total Revenue","2001",9.09,"Japan","JP"
